Title,URL,Price,Location,Image,Offer type,Rooms,Area,Price per m²
Tarchomin Dom 120 M2 Garaże Lokal Usługowy,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/tarchomin-dom-120-m2-garaze-lokal-uslugowy-ID4uN3h,1 350 000 zł,"ul. Modlińska, Tarchomin, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imt4dWEwNGt5NDd1aTItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.NWH9Srnnp0tWqRkAMseBpS1jC7CbsEu23npYHnKX7oU/image;s=655x491;q=80,"LZ Solution Partners
Biuro nieruchomości",4 pokoje,120 m²,11 250 zł/m²
sprzedaż bliźniak,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/sprzedaz-blizniak-ID4wfRW,3 600 000 zł,"Jeziorki Północne, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InJiMjR1Mnp2NjBxbTItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.fZpcXFvW0W1e1wd6v55W1K4QlT9HFhsrneqZhvFNpMI/image;s=655x491;q=80,Oferta prywatna,10 pokoi,473.86 m²,7597 zł/m²
"Basen, las, gotowe do wprowadzenia.",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/basen-las-gotowe-do-wprowadzenia-ID4wfPO,7 990 000 zł,"Zerzeń, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFxb283Nm40c2xvdC1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.uJiKMWijz5v74hRdi9J04gvbypXVxxnhnvr7ZtPW-YY/image;s=655x491;q=80,"Delago.pl Sp z.o.o
Biuro nieruchomości",6 pokoi,430 m²,18 581 zł/m²
Zacisze Ursynów | dom 5-pok. | 17,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/zacisze-ursynow-dom-5-pok-17-ID4wfM1,1 500 825 zł,"ul. Sarabandy, Jeziorki Południowe, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InZzMmQ2cDJ0eGYyYTItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.arA7LjWIyUABWPkOY0xLc0Boh3CAg8YzxeWQWJX15uI/image;s=655x491;q=80,"AMDevelopment
Deweloper",5 pokoi,130.28 m²,11 520 zł/m²
,https://www.otodom.plhttps://www.otodom.pl/hpr/pl/oferta/gustowne-segmenty-bialoleka-0-prowizji-i-pcc-ID4whZ6,,,,,N/A,N/A,N/A
Zacisze Ursynów | dom 5-pok. | 3,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/zacisze-ursynow-dom-5-pok-3-ID4wfLN,1 192 075 zł,"ul. Sarabandy, Jeziorki Południowe, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InhldHJ5MGhrbW9odzItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.1mD1YRlq5vXh1TOIbA9Wy2c47-onpfpUkk59Lw76Y0c/image;s=655x491;q=80,"AMDevelopment
Deweloper",5 pokoi,116.3 m²,11 100 zł/m²
Nowy Dom Wysoki Standard BEZ POŚREDNIKÓW Nieporęt,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowy-dom-wysoki-standard-bez-posrednikow-nieporet-ID4m1pQ,1 720 000 zł,"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im13dXBpYmJvMGdwbTEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.hKuGn0OKK7LrW3WC2nQnHXTISjv06X9QI2juud8YwpA/image;s=655x491;q=80,Oferta prywatna,6 pokoi,150 m²,11 467 zł/m²
"Nowa szeregówka, Warszawa, Międzyosiedlowa 10A",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowa-szeregowka-warszawa-miedzyosiedlowa-10a-ID4uGnl,1 317 254 zł,"Międzylesie, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InR1ZWNic3EzeWpzaTMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.ODBxmWVpshDv6urTvPiTVHFcY7swlSUqn6a6fyPu9Uc/image;s=655x491;q=80,"XON Investments Sp. z o.o.
Deweloper",4 pokoje,95.12 m²,13 848 zł/m²
Dom 150m2 | 4 sypialnie | A7 REZERWACJA,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-150m2-4-sypialnie-a7-rezerwacja-ID4pW0s,Zapytaj o cenę,"Powsin, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjVxeTNyOGF5MGxxZy1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.H79kfDE1Cc-_RfW9JOnF-_PdPN90GcP8WW_iD18eg2M/image;s=655x491;q=80,"PFS2 Sp. z o.o.
Deweloper",6 pokoi,150 m²,N/A
Słoneczne Ogrody | dom 4-pok. | F3,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/sloneczne-ogrody-dom-4-pok-f3-ID4ov5w,1 140 000 zł,"ul. Bażancia 21, Dąbrówka, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InFpbjY0ZTZmc3hidDItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.nbFB2GGEHRPRpxynsCRswJhq2iB8arRAgUvP-6sZeRk/image;s=655x491;q=80,"BAŻANCIA Sp. z o. o.
Deweloper",4 pokoje,106.72 m²,9361 zł/m²
5-pokojowy dom 142m2 Bezpośrednio,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/5-pokojowy-dom-142m2-bezposrednio-ID4rkZA,1 370 000 zł,"ul. Poprawna 95, Las, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijk1ZTFxMjdmcTZkMi1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.gnvEIQObj5MtvbK2f-xH3hR5tPiLOSlBZRdjSvSJCIw/image;s=655x491;q=80,"Ambud-Invest A.M. Cieśluk spółka komandytowa
Deweloper",5 pokoi,142 m²,9648 zł/m²
✨Syta Residence ✨,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/syta-residence-ID4uekm,2 900 000 zł,"Kępa Zawadowska, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBwdGRpMnBlZTNudjMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.YmkkhZgKJDWdr32BMZXwrStglkdXTcS3wPwPHxr0yX4/image;s=655x491;q=80,"MAXON Nieruchomości
Biuro nieruchomości",7 pokoi,258 m²,11 240 zł/m²
"Dom 170m2 Wawer Radość ,działka 1281m2",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-170m2-wawer-radosc-dzialka-1281m2-ID4tzwo,1 590 000 zł,"Radość, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Iml5Mnl1cnJjbW8xejItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.4kVT-lvFPd96vLlXZVK7x3u6fYgHnKt3Wk7giA5wVeE/image;s=655x491;q=80,"Warszawski Kolektyw
Biuro nieruchomości",6 pokoi,170 m²,9353 zł/m²
Klasyczne Wille*Zawady*Bez Podatku I Pcc*,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/klasyczne-willezawadybez-podatku-i-pcc-ID4syVj,2 595 000 zł,"Zawady, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im01MHhwazIxYWF4Yi1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.VSGMwQuThJXfMsmNGQ2_hJcNxt46z3aiD70V2y44La8/image;s=655x491;q=80,"VIVA INVEST
Biuro nieruchomości",5 pokoi,229.3 m²,11 317 zł/m²
Sprzedam,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/sprzedam-ID4wfit,10 100 000 zł,"ul. Czapelska, Grochów, Praga-Południe, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImVzZHpoM254MWU4bDItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.0-ZCVFwCTcpBIRieQtYE2zD36hYvHfjz-QPsCFKbcb8/image;s=655x491;q=80,Oferta prywatna,10+ pokoi,814 m²,12 408 zł/m²
Luksusowy dom blisko Centrum,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/luksusowy-dom-blisko-centrum-ID4wf7K,6 900 000 zł,"Jelonki Północne, Bemowo, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZ6bXJ3eXlvZGIzdDMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.W58uF9iVSZabIvwr45h_BHewnkPJ6cBSQNgGVfaDuKY/image;s=655x491;q=80,"Hunt Estates
Biuro nieruchomości",5 pokoi,248 m²,27 823 zł/m²
"Piękny dom przy Dolinie Służewieckiej, Ursynów.",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/piekny-dom-przy-dolinie-sluzewieckiej-ursynow-ID4qyqI,3 200 000 zł,"ul. Dezyderego Adama Chłapowskiego, Stary Służew, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZ4MDhiaHU2c2c4bTMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.A7qY3_eUoNW4Y2tEq_xO560HT1jSs-XVAZO0oyQLKME/image;s=655x491;q=80,"REALS Nieruchomości
Biuro nieruchomości",9 pokoi,337.5 m²,9481 zł/m²
Doskonały dom dla Twojej firmy Białołęka Henryków,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/doskonaly-dom-dla-twojej-firmy-bialoleka-henrykow-ID4uvHC,1 866 000 zł,"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InhxNDh3cm1taTBzcDItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.cOyF2sjVo96AUVY56n-VL5Zlkp7xMp5gsYR3uGqY_tk/image;s=655x491;q=80,"Sadyba Metrohouse
Biuro nieruchomości",7 pokoi,307 m²,6078 zł/m²
Dom na dużej działce! Ursus – Idealna inwestycja,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-na-duzej-dzialce-ursus-idealna-inwestycja-ID4weXQ,1 950 000 zł,"Opacz-Kolonia, Michałowice, pruszkowski, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjhqcWNmMHFwajV1bi1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.dpq5wZ0m9OpB-7-kW-2pj51tZgRnQBgwy70Tpviw-hM/image;s=655x491;q=80,"Propertica Sp. z o.o.
Biuro nieruchomości",4 pokoje,150 m²,13 000 zł/m²
Dom na dużej działce! Ursus – Idealna inwestycja,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-na-duzej-dzialce-ursus-idealna-inwestycja-ID4weVj,1 950 000 zł,"Opacz-Kolonia, Michałowice, pruszkowski, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Inp4a242MTlxY3Z2Yi1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.yXEujx99gGkAyVqVVBbYytnOPFMkWZfISQY_dBe2cOs/image;s=655x491;q=80,"Propertica Sp. z o.o.
Biuro nieruchomości",4 pokoje,150 m²,13 000 zł/m²
5-pokojowy dom 124 m2 + ogród Bezpośrednio,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/5-pokojowy-dom-124-m2-ogrod-bezposrednio-ID4uRXt,1 645 000 zł,"ul. Lapońska, Grodzisk, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9kZTE1OGN4Nm00bC1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.UbwlFvDl4h00KsikcoRfd5H8VfLm4AysciGOrCpXLhc/image;s=655x491;q=80,Oferta prywatna,5 pokoi,124 m²,13 266 zł/m²
Wysoki Standard Deweloperski/Zielona Cicha Okolica,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/wysoki-standard-deweloperski-zielona-cicha-okolica-ID4uNGS,2 950 000 zł,"Falenica, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBzNm0zeXk2cW85azEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.FlWEJ75a-85Z_J4eKRP0wQSkYa8Uel19LgmDq-Flic0/image;s=655x491;q=80,"Nieruchomości Plus
Biuro nieruchomości",7 pokoi,336 m²,8780 zł/m²
5-pokojowy dom 92m2 + ogródek Bez Prowizji,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/5-pokojowy-dom-92m2-ogrodek-bez-prowizji-ID4weU5,Zapytaj o cenę,"ul. Zygmunta Markerta, Czechowice, Ursus, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Inc0d3EyOWRhYTJiMTEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.ZYWrkeNSEDjGxC3HjMn2x2e8sU--GfxoDYUAXXGlZUg/image;s=655x491;q=80,"MILESTONE REAL ESTATE
Deweloper",5 pokoi,92.62 m²,N/A
"Bliźniak 162M2, Warszawa, Falenica",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/blizniak-162m2-warszawa-falenica-ID4weT1,1 499 000 zł,"Falenica, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijl5Y21zMDBzY3N5ci1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.Gj2Ti6d2IllhcK20nvdeXdkjYw9l3ehoScgSHOYNGU4/image;s=655x491;q=80,"Nieruchomości24
Biuro nieruchomości",5 pokoi,162 m²,9253 zł/m²
"Wawer, segment środkowy, 5 pokoi, 121m2",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/wawer-segment-srodkowy-5-pokoi-121m2-ID4o22z,1 050 000 zł,"Falenica, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImtmdzQ4aTBoNXFrZzMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.90UB1hpkbWBcGjJWkuPyfEElxihuVbslZMUYMRHFMMU/image;s=655x491;q=80,"Stołeczne Centrum Nieruchomości
Biuro nieruchomości",5 pokoi,121 m²,8678 zł/m²
Nowoczesny segment - Natolin,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowoczesny-segment-natolin-ID4weGC,2 700 000 zł,"ul. Pachnąca, Natolin, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InlibzAwMTAya29qcDMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.Wn7h6Wi-mSExe-eUbVQk-uTrO7FBp77Llc1TM9xvvjM/image;s=655x491;q=80,"Open Estate Nieruchomości
Biuro nieruchomości",7 pokoi,196 m²,13 776 zł/m²
Nowa oferta domu na Bielanach blisko metra,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowa-oferta-domu-na-bielanach-blisko-metra-ID4tViO,5 900 000 zł,"Stare Bielany, Bielany, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImpqbXVwaWR0bW5xYjItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.eYSrjLXr5cKSq8baWl_NpXXWCe5ooR09kfnZjOinBQk/image;s=655x491;q=80,"Metrohouse Franchise S.A.
Biuro nieruchomości",4 pokoje,431.5 m²,13 673 zł/m²
"Komfortowy dom 300m na zadrzewionej działce, Wawer",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/komfortowy-dom-300m-na-zadrzewionej-dzialce-wawer-ID4uvLi,3 800 000 zł,"Międzylesie, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im0ydHVzc2V6dGwzMzItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.GtkrmFMtIRnRgHc-7o28LplnyGgoZ0I7Chw6elrWM9M/image;s=655x491;q=80,"Sadyba Metrohouse
Biuro nieruchomości",7 pokoi,289.6 m²,13 122 zł/m²
Segment środkowy w bliskiej odległości od obwodnic,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/segment-srodkowy-w-bliskiej-odleglosci-od-obwodnic-ID4wenF,1 199 000 zł,"ul. Trakt Lubelski, Zerzeń, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijh3aWR6eTNvbWp3NTMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.DttBKzQhboCNeF-OzN4x6_hbKZPqRynaNFOxE4ik5WU/image;s=655x491;q=80,"Filar Group Nieruchomości
Biuro nieruchomości",5 pokoi,117 m²,10 248 zł/m²
"Luksusowy dom przy Lesie Kabackim, Warszawa Kabaty",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/luksusowy-dom-przy-lesie-kabackim-warszawa-kabaty-ID4we1T,14 500 000 zł,"Kabaty, Natolin, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNjbDEwZXNleDZpNy1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.8GTmaWcV3RbhqOwh5ik_vEDHxWXB2aXEpZtLJ3RuTxw/image;s=655x491;q=80,"MAXON Nieruchomości
Biuro nieruchomości",6 pokoi,400 m²,36 250 zł/m²
Cztery Mieszkania W Domu Wolnostojącym | Wilanów,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/cztery-mieszkania-w-domu-wolnostojacym-wilanow-ID4wdZ8,4 700 000 zł,"ul. Europejska, Powsinek, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNwODV5am9vZ2I3dC1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.DtopmgHqZ06hR9ZKJRWMiHU0FIIw7mDWvnj1D52iLSE/image;s=655x491;q=80,"Tarachulska Real Estate & Finance Warsaw
Biuro nieruchomości",10 pokoi,450 m²,10 444 zł/m²
Dwa Mieszkania W Domu Wolnostojącym | Wilanów,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dwa-mieszkania-w-domu-wolnostojacym-wilanow-ID4wdZ9,2 500 000 zł,"ul. Europejska, Powsinek, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZvbno4ZXc4eDZpMTEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.kI8c4DtTTmNICvVRpFEIGFjYui0oRd0FWH3SrdPpaMg/image;s=655x491;q=80,"Tarachulska Real Estate & Finance Warsaw
Biuro nieruchomości",6 pokoi,250 m²,10 000 zł/m²
Wyjątkowy dom dla rodziny | firmy - 461m2 - Bemowo,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/wyjatkowy-dom-dla-rodziny-firmy-461m2-bemowo-ID4w8GN,2 950 000 zł,"ul. Stanisława Ligonia, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Iml1OWZkZmhlNDBmajItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.9_Bzza-3FceEST8tQGnyfWbklzF9lcyZQRNqK2fAofY/image;s=655x491;q=80,"UNIKAT sp. z o.o.
Biuro nieruchomości",8 pokoi,461.06 m²,6398 zł/m²
,https://www.otodom.plhttps://www.otodom.pl/hpr/pl/oferta/zacisze-ursynow-dom-5-pok-3-ID4wfLN,,,,,N/A,N/A,N/A
⭐️ Bliźniak | Stan Deweloperski | 6 Pokoi ⭐️,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/blizniak-stan-deweloperski-6-pokoi-ID4wdFz,1 250 000 zł,"ul. Wiślanych Pól, Falenica, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNlMDhta3c4cWhudDMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.vyJ4RZ4OMM1TmCjrJkp5nNYs8FMjZ0KxGA1M-4YBK_g/image;s=655x491;q=80,"DS Nieruchomości
Biuro nieruchomości",5 pokoi,205.84 m²,6073 zł/m²
Piękny dom na dużej działce - okolice Traktu Lubel,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/piekny-dom-na-duzej-dzialce-okolice-traktu-lubel-ID4wdAt,1 850 000 zł,"Zerzeń, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im53ems5NzRqb25yZzEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.Yru3n1MgCcSeiZBQpGZ12XUswSV51WFrZ62wugn53pM/image;s=655x491;q=80,"APOLLO Nieruchomości
Biuro nieruchomości",5 pokoi,220 m²,8409 zł/m²
"Nowy, wykończony pod klucz dom | 120m2",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowy-wykonczony-pod-klucz-dom-120m2-ID4un2p,2 460 000 zł,"Zawady, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im52dGYwc3B6czR0eC1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ._3SOFPi74AQoVZCT7WSFdDfGe0Qf5BXUfP8bh7KVk58/image;s=655x491;q=80,"En Casa Premium Real Estate
Biuro nieruchomości",4 pokoje,120 m²,20 500 zł/m²
Bliźniak 327 m2 | Wilanów-Zawady,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/blizniak-327-m2-wilanow-zawady-ID4tluQ,3 400 000 zł,"Zawady, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InY1Ymo5dW1nNGF0eTEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.hnc-u68-H7svkaLCbMUwPzDvQmAQKdxXzE9lavHV__4/image;s=655x491;q=80,"En Casa Premium Real Estate
Biuro nieruchomości",6 pokoi,327 m²,10 398 zł/m²
Bliźniak 219 m2 | Ochota,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/blizniak-219-m2-ochota-ID4tpHG,3 200 000 zł,"Szczęśliwice, Ochota, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImFzMWxiMTU1cHFmZjEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.f53tYDRul1ZHCfyUeLUMQpLZ0hRfQgLtkxWcmLGf_P0/image;s=655x491;q=80,"En Casa Premium Real Estate
Biuro nieruchomości",4 pokoje,219 m²,14 612 zł/m²
