Title,URL,Location,Total Price,Area,Price per m²,Property Type,Rooms,Plot Area,Description,Image
"Dom z garażem, ul. Wołoska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24567194.html",Wyględów Warszawa,2 900 000 zł,422 m²,"6 872,04 zł/m²",część domu,10,216 m²,"Mamy przyjemność przedstawić szeregowy dom w doskonałej lokalizacji mokotowskiego Wyględowa - zaledwie kilka minut od centrum Warszawy i od biznesowego centrum Mokotowa, w bezpośrednim...",https://i.st-nieruchomosci-online.pl/8ydxr7c/dom-warszawa.jpg
"Dom z garażem, ul. Wiedeńska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25635468.html",Wilanów Warszawa,2 700 000 zł,135 m²,20 000 zł/m²,dom szeregowy,5,-,Mam przyjemność zaprezentować Państwu: komfortowy i Nowoczesny Dom w zabudowie szeregowej na z ogrodem i tarasem na dachu na Zielonym Wilanowie. Dom o powierzchni 135 m2 na 3...,https://i.st-nieruchomosci-online.pl/8k2qfvc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25181381.html",Wilanów Warszawa,4 000 000 zł,336 m²,"11 904,76 zł/m²",bliźniak,6,480 m²,": krótko: wilanów, osiedle Patio | bliźniak po remoncie, gotowy do wprowadzenia | 6 pokoi, 336m2, zagospodarowany ogródek | spokojna i cicha okolica : Dla kogo? Dla rodziny z dziećmi, dla osób...",https://i.st-nieruchomosci-online.pl/8sfx96c/dom-warszawa.jpg
"Dom z garażem, ul. Wał Zawadowski","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25657762.html",Zawady Warszawa,2 190 000 zł,175 m²,"12 514,29 zł/m²",bliźniak,5,408 m²,Zacisze Wilanów - Twój dom łączący prestiż i wygodę *(biuro sprzedaży dewelopera) Z przyjemnością przestawiamy Państwu wyjątkowy dom o powierzchni 175 m2 (domy o tej...,https://i.st-nieruchomosci-online.pl/8kcwb4c/dom-warszawa.jpg
"Dom szeregowy, Mokotów","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24334062.html",Mokotów Warszawa,2 900 000 zł,"422,12 m²","6 870,08 zł/m²",dom szeregowy,10,216 m²,"Pełna własność, założona księga wieczysta, działka 216m2. Podjazd do garażu od cichej osiedlowej uliczki. Segment z dwoma niezależnymi wejściami po dwóch stronach budynku. W obecnym...",https://i.st-nieruchomosci-online.pl/hvyx98c/dom-warszawa.jpg
"Dom z garażem, ul. Kombajnistów","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25460077.html",Wawer Warszawa,1 400 000 zł,"210,89 m²","6 638,53 zł/m²",bliźniak,8,342 m²,"Dom bliźniaczy położony w dzielnicy Wawer w Warszawie. W najbliższej okolicy znajdują się domy jednorodzinne. W pobliżu jest szkoła, sklep, przychodnia oraz restauracja. Do centrum...",https://i.st-nieruchomosci-online.pl/8gt8gbc/dom-warszawa.jpg
"Dom z garażem, ul. Cienista","https://warszawa.nieruchomosci-online.pl/umeblowany,dom-wolnostojacy/25669718.html",Wesoła Warszawa,1 829 000 zł,300 m²,"6 096,67 zł/m²",dom wolnostojący,8,499 m²,"Dom w Starej Miłosnej - komfortowy, zadbany, blisko lasu, z szybkim dojazdem do Centrum Warszawy! Zapraszamy do zapoznania się z ofertą wyjątkowego domu o powierzchni 300 m ,...",https://i.st-nieruchomosci-online.pl/8k58drc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25631066.html",Wawer Warszawa,1 790 000 zł,"161,61 m²","11 076,05 zł/m²",bliźniak,5,341 m²,"Oferujemy Państwu na sprzedaż przestronny, zadbany dom w zabudowie bliźniaczej o powierzchni ok. 160m2, wybudowany w 2003r., znajdujący się w Warszawie, dzielnicy Wawer,...",https://i.st-nieruchomosci-online.pl/8qzpf8c/dom-warszawa.jpg
"Dom z tarasem, ul. Mleczna","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-balkonem/23663094.html",Targówek Warszawa,1 750 000 zł,200 m²,8 750 zł/m²,dom wolnostojący,4,650 m²,"Lokalizacja - ul. Mleczna 15. Na działce stoi niewielki dom (pow. zabudowy 90m2), piętrowy do rozbiórki lub gruntownego remontu. wraz z budynkiem gospodarczym. Ok 5-7 minut pieszo do Metra Zacisze....",https://i.st-nieruchomosci-online.pl/h2n6f9c/dzialka-budowlana-warszawa-sprzedam.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25519220.html",Falenica Warszawa,1 250 000 zł,152 m²,"8 223,68 zł/m²",bliźniak,4,260 m²,"Oferuję na sprzedaż dom w zabudowie bliźniaczej o powierzchni 152 m2 zlokalizowany na warszawskim Wawrze. Osiedle zlokalizowane na granicy Falenicy i Miedzeszyna, w pobliżu węzła...",https://i.st-nieruchomosci-online.pl/8hbm3xc/dom-warszawa.jpg
"Dom, ul. Panny Wodnej","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24679115.html",Radość Warszawa,3 800 000 zł,860 m²,"4 418,60 zł/m²",-,10,-,"Prosperująca nieruchomość na Wawrze. Posesja ma powierzchnię 860 m2, zaś łączna powierzchnia nieruchomości zabudowanej to 440 m2, na którą składają się dwa domy - pierwszy o powierzchni 300...",https://i.st-nieruchomosci-online.pl/h67xnvc/dom-warszawa.jpg
"Dom z garażem, ul. Kępa Tarchomińska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/23828852.html",Kępa Tarchomińska Warszawa,1 480 000 zł,160 m²,9 250 zł/m²,bliźniak,4,500 m²,"Bez pcc oraz bez prowizji! nowoczesne osiedle domów W zabudowie bliźniaczej W warszawie Zapraszam do zapoznania się z ofertą nowo powstającego osiedla przy ul. Kępa Tarchomińska 18,...",https://i.st-nieruchomosci-online.pl/8yyhb6c/dom-warszawa.jpg
"Dom z garażem, ul. Cypryjska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25273693.html",Ursynów Warszawa,2 497 000 zł,297 m²,"8 407,41 zł/m²",część domu,6,186 m²,"Osiedle blisko skrzyżowania Al. Wilanowskiej i Sobieskiego na granicy dzielnic: mokotów, wilanów i Ursynów. Administracyjnie Mokotów. Zadbany segment na cichej uliczce. Funkcjonalny układ...",https://i.st-nieruchomosci-online.pl/8s9dfcc/dom-warszawa-sprzedaz.jpg
Willa Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25102813.html",Włochy Warszawa,10 000 000 zł,450 m²,"22 222,22 zł/m²",rezydencja,23,500 m²,"Hotel/pensjonat o powierzchni 450 m na działce o powierzchni 500 m . Budynek składający się z piwnicy, 3 kondygnacji (parter, i piętro, II piętro, poddasze). Budynek...",https://i.st-nieruchomosci-online.pl/8y6nf8c/dom-warszawa.jpg
"Dom bliźniak, ul. Poprawna","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25379960.html",Las Warszawa,1 470 000 zł,142 m²,"10 352,11 zł/m²",bliźniak,5,213 m²,Zapraszam do zapoznania się z ofertą sprzedaży domów zlokalizowanych na bardzo bliskim Wawrze tuż przy Gocławiu (region Las) Oferta dotyczy ostatniego segmentu skrajnego z dużym ogródkiem....,https://i.st-nieruchomosci-online.pl/8fznxqc/dom-warszawa-sprzedaz.jpg
"Dom z tarasem, ul. Parowcowa","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25618557.html",Włochy Warszawa,1 630 000 zł,227 m²,"7 180,62 zł/m²",dom szeregowy,4,320 m²,"Piętrowy dom w zabudowie szeregowej z wewnętrzną windą od poziomu garażu przez parter do 1 piętra, duży taras z zejściem do ogródka we Włochach na osiedlu domków pry ulicy...",https://i.st-nieruchomosci-online.pl/8k36wpc/dom-warszawa.jpg
"Dom z garażem, ul. Wał Zawadowski","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24641338.html",Wilanów Warszawa,2 299 000 zł,"215,05 m²","10 690,54 zł/m²",bliźniak,6,-,"*** Brak pcc 2% *** *** 0% prowizji od kupującego *** *** Posiadam wszystkie domy w tej inwestycji *** Dom 215,05 m2 Numer mieszkania 3-A Piętro 0 Liczba pokoi: 6 W skład domu wchodzi: parter...",https://i.st-nieruchomosci-online.pl/h6qb9rc/dom-warszawa.jpg
"Dom z garażem, ul. Przestronna","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25386747.html",Zawady Warszawa,2 280 000 zł,"191,28 m²","12 285,65 zł/m²",bliźniak,5,367 m²,": krótko: bliźniak o powierzchni 191,28m2 w stanie deweloperskim, położony na działce 367 m2. : dla kogo? Doskonale sprawdzi się dla par oraz rodzin z jednym lub dwójką dzieci. To...",https://i.st-nieruchomosci-online.pl/8f4mn2c/dom-warszawa.jpg
Willa z garażem,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24804680.html",Wilanów Warszawa,4 300 000 zł,680 m²,"6 323,53 zł/m²",rezydencja,16,380 m²,"Oferujemy do sprzedaży oryginalny dom w Wilanowie, o powierzchni 680m2, na działce 380 m2. Nowa, niższa cena pod lupą: budynek o niezwykłej bryle w prestiżowej części Starego...",https://i.st-nieruchomosci-online.pl/hntvfhc/dom-warszawa.jpg
"Dom z garażem, ul. Bruzdowa","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25258357.html",Zawady Warszawa,2 699 000 zł,310 m²,"8 706,45 zł/m²",bliźniak,6,300 m²,: krótko Eleganckie i prestiżowe domy bliźniacze w stylu klasycznym na kameralnym osiedlu w Warszawie Wilanowie. : dla Kogo? Oferta skierowana jest do wymagających osób poszukujących domu...,https://i.st-nieruchomosci-online.pl/h7r8hdc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25113833.html",Praga-Północ Warszawa,3 200 000 zł,340 m²,"9 411,76 zł/m²",bliźniak,9,384 m²,"Lokalizacja: praga północ/targówek Mieszkaniowy, warszawa Powierzchnia: dom typu bliźniak: około 340 m powierzchni całkowitej, 270 m2 użytkowej Działka: 384 m Opis nieruchomości:...",https://i.st-nieruchomosci-online.pl/8ycvpcc/dom-warszawa.jpg
Dom wolnostojący Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,podpiwniczony/25114029.html",Falenica Warszawa,5 750 000 zł,744 m²,"7 728,49 zł/m²",dom wolnostojący,7,3 000 m²,"Przedstawiam Państwu wyjątkową nieruchomość w otulinie Mazowieckiego Parku Krajobrazowego w świetnej lokalizacji. Klimatyczny dom z urokliwym ogrodem, zapewnia ciszę, spokój...",https://i.st-nieruchomosci-online.pl/883847c/dom-warszawa-sprzedaz.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25378022.html",Wawer Warszawa,1 362 000 zł,102 m²,"13 352,94 zł/m²",bliźniak,4,166 m²,"Inwestycja z domami czterolokalowymi. Tutaj proponujemy dom 101,71m2 z ogrodem 166m2 ********************************************** Nowy dom & wykończenie pod klucz Każdy z proponowanych...",https://i.st-nieruchomosci-online.pl/8fkdb8c/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/23088719.html",Wilanów Warszawa,3 000 000 zł,300 m²,10 000 zł/m²,dom wolnostojący,7,700 m²,"Wolnostojący dom z pięcioma sypialniami, który spełni oczekiwania nawet 6 osobowej rodziny. Doskonała lokalizacja na cichym, kameralnym osiedlu tuż przy Placu Vogla. Idealna propozycja dla osób...",https://i.st-nieruchomosci-online.pl/gn5fffc/dom-warszawa.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24518305.html",Wilanów Warszawa,2 592 000 zł,191 m²,"13 570,68 zł/m²",bliźniak,5,412 m²,Wyłączny dział sprzedaży osiedla By The River Na sprzedaż wyjątkowe 4 domy w zabudowie bliźniaczej z prywatnym dostępem do lini brzegowej Wilanówki! (dostępny również dom...,https://i.st-nieruchomosci-online.pl/hmpt16c/dom-warszawa.jpg
"Dom z garażem, ul. Reniferowa","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25626710.html",Brzeziny Warszawa,1 290 000 zł,"134,68 m²","9 578,26 zł/m²",część domu,5,361 m²,"English version below Funkcjonalny, skrajny segment o powierzchni mieszkalnej 135 m2 (nie licząc skosów) zlokalizowany w idealnym miejscu na osiedlu Viking 2 na bliskiej Białołęce - Brzeziny....",https://i.st-nieruchomosci-online.pl/8y8cb1c/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25356430.html",Wilanów Warszawa,2 250 000 zł,300 m²,7 500 zł/m²,bliźniak,6,410 m²,"Opis oferty: przedstawiamy Państwu wyjątkowy dom o powierzchni 300 m , położony w prestiżowej dzielnicy Warszawy Wilanowie. Nieruchomość znajduje się w spokojnej okolicy, otoczonej...",https://i.st-nieruchomosci-online.pl/88kn6bc/dom-warszawa.jpg
"Dom wolnostojący, ul. Belwederska","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,do-remontu/25351459.html",Śródmieście Warszawa,12 990 000 zł,686 m²,"18 935,86 zł/m²",dom wolnostojący,20,1 370 m²,Oferujemy Państwu do sprzedaży historyczną Willę Szererów zlokalizowaną przy ul. Belwederskiej. Budynek został wybudowany w latach 1927-1928 wg projektu Józefa Czajkowskiego dla sędziego...,https://i.st-nieruchomosci-online.pl/hmfshyc/dom-warszawa.jpg
"Dom z garażem, ul. Poranek","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,wysoki-standard/25028464.html",Wilanów Warszawa,4 900 000 zł,485 m²,"10 103,09 zł/m²",dom wolnostojący,6,1 539 m²,Opis lokalu: wolno stojący dom w Wilanowie (typ rezydencja). Wysoki standard wykończenia z ogrzewaniem podłogowym i tarasem. W skład mieszkania wchodzi: - pokój dzienny...,https://i.st-nieruchomosci-online.pl/82p7d6c/dom-warszawa.jpg
"Dom z garażem, ul. Zabielska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25198126.html",Las Warszawa,1 250 000 zł,148 m²,"8 445,95 zł/m²",bliźniak,5,220 m²,"Zapraszam do zapoznania się z nowa inwestycja przy ul. Zabielskiej (wawer - Las) Duże domy z garażem, szerokie osiedle, spore ogródki. Domy są już wybudowane, można je obejrzeć. Jest to...",https://i.st-nieruchomosci-online.pl/8fxgy1c/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,do-remontu/25372684.html",Wawer Warszawa,1 450 000 zł,100 m²,14 500 zł/m²,dom wolnostojący,3,1 320 m²,"Do sprzedania dom do remontu i rozbudowy 100m2 + 30m2 tarasu, wybudowany na działce 1320m2 na warszawskim Wawrze w Radości. Super lokalizacja ze względu na bliskość komunikacji pkp...",https://i.st-nieruchomosci-online.pl/8f8m1fc/dom-warszawa.jpg
"Dom z garażem, ul. Przestronna","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25206085.html",Zawady Warszawa,2 350 000 zł,"191,28 m²","12 285,65 zł/m²",bliźniak,5,340 m²,": krótko: bliźniak o powierzchni 191,28 m2 w stanie deweloperskim na działce 340 m2. : dla kogo? Świetnie sprawdzi się dla par, rodzin z jednym lub dwójką dzieci. To idealne miejsce dla...",https://i.st-nieruchomosci-online.pl/8sbx1gc/dom-warszawa-sprzedaz.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25619330.html",Bemowo Warszawa,1 849 000 zł,180 m²,"10 272,22 zł/m²",dom szeregowy,6,1 000 m²,"Na sprzedaż oferujemy uroczy dom typu bliźniak położony w spokojnej, zielonej części Bemowa, który charakteryzuje się dużym potencjałem aranżacyjnym! Opis nieruchomości: jest to...",https://i.st-nieruchomosci-online.pl/887wzzc/mieszkanie-warszawa-sprzedaz.jpg
Dom z tarasem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,podpiwniczony/25563037.html",Pyry Warszawa,3 200 000 zł,520 m²,"6 153,85 zł/m²",dom wolnostojący,8,2 137 m²,Wyjątkowa oferta dla inwestora lub firmy. Wolnostojące dwa domy o łącznej powierzchni 520 m2 posadowione na działce o powierzchni 2137 mkw usytuowane na Zielonym ursynowie/pyry. Jeden dom...,https://i.st-nieruchomosci-online.pl/hk9qxkc/dom-warszawa.jpg
"Dom bliźniak, ul. Dymna","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25660912.html",Włochy Warszawa,2 190 000 zł,212 m²,"10 330,19 zł/m²",bliźniak,9,481 m²,"Witam serdecznie, zapraszam do zapoznania się z nową ofertą domu do zakupu w warszawskich Nowych Włochach. Dom usytuowany jest przy zielonym skwerze, na ul. Dymnej, tuż Placu Wolności. Dom...",https://i.st-nieruchomosci-online.pl/8k591xc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25493810.html",Natolin Warszawa,2 700 000 zł,196 m²,"13 775,51 zł/m²",część domu,4,186 m²,"Segment płożony na ogrodzonym osiedlu z laty90-tych, w bliskim sąsiedztwie Parku Natolińskiego. Okolica świetnie skomunikowana (10 minut do stacji metra) i bogata w liczne tereny...",https://i.st-nieruchomosci-online.pl/8hphync/dom-warszawa.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25575860.html",Żoliborz Warszawa,6 900 000 zł,"277,40 m²","24 873,83 zł/m²",bliźniak,7,386 m²,Wspaniała lokalizacja Starego Żoliborza. Dom murowany w zabudowie bliźniaczej z 1950 roku rozbudowany w 2001r. od strony zachodniej o dwie kondygnacje. Wpisany do Gminnej Ewidencji...,https://i.st-nieruchomosci-online.pl/888q6pc/dom-warszawa.jpg
"Dom wolnostojący, ul. Kobzy","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25570702.html",Jeziorki Południowe Warszawa,1 790 000 zł,190 m²,"9 421,05 zł/m²",dom wolnostojący,5,650 m²,"Dom jednorodzinny o powierzchni 190 m2 znajdujący się na działce 650 m2 Szczegóły nieruchomości: parter: salon ok 34 m2 częściowo otwarty, z wyjściem na duży kompozytowy taras kuchnia...",https://i.st-nieruchomosci-online.pl/88f6kqc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25442323.html",Wawer Warszawa,995 000 zł,92 m²,"10 815,22 zł/m²",bliźniak,4,400 m²,Na sprzedaż nowoczesne 4-pokojowe domy w zabudowie bliźniaczej z ogrodem i dwoma naziemnymi miejscami postojowymi .Nieruchomość położona w bezpośrednim sąsiedztwie Mazowieckiego...,https://i.st-nieruchomosci-online.pl/8gkywqc/dom-z-parkingiem.jpg
Dom Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/23668190.html",Zawady Warszawa,2 890 000 zł,240 m²,"12 041,67 zł/m²",-,7,208 m²,"Oferujemy do sprzedaży atrakcyjny segment środkowy usytuowany na Zawadach w cichym rejonie z niską zabudową. Dom wykonany jest w technologii tradycyjnej, wykończony materiałami dobrej...",https://i.st-nieruchomosci-online.pl/8qvnfkc/dom-warszawa-sprzedaz.jpg
"Dom w stanie surowym zamkniętym, ul. Łopuszańska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25348698.html",Włochy Warszawa,5 500 000 €,1 760 m²,3 125 €/m²,kamienica,-,-,Atrakcyjna 4 kondygnacyjna kamienica w stanie surowym zamkniętym ok. 1.760 mkw (część z 1938r oraz z 2015r. ok 1.000 mkw). Budynek może być po wykończeniu przeznaczony np. na...,https://i.st-nieruchomosci-online.pl/882q2hc/dom-warszawa.jpg
Dom wolnostojący Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/23397133.html",Wawer Warszawa,2 000 000 zł,210 m²,"9 523,81 zł/m²",dom wolnostojący,6,2 680 m²,"Biuro nieruchomości MD Home ma przyjemność zaprezentować urokliwy, wolnostojący 6-pokojowy dom na dużej działce usytuowany na Wawrze. Jest okolica o niskiej zabudowie z przewagą pięknych...",https://i.st-nieruchomosci-online.pl/h6qzbcc/dom-warszawa.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/20667167.html",Bielany Warszawa,5 300 000 zł,385 m²,"13 766,23 zł/m²",bliźniak,7,330 m²,"Połowa domu w nowoczesnym wzornictwie - 50 % procent przeszklenia w elewacji, w jednym z najpiękniejszych punktów w Warszawie. 385 m2 narożny na dwa parki w 3 poziomach 6...",https://i.st-nieruchomosci-online.pl/hymqhpc/dom-warszawa.jpg
Dom z tarasem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-balkonem/24735891.html",Wawer Warszawa,2 990 000 zł,400 m²,7 475 zł/m²,dom wolnostojący,6,2 293 m²,"Duży reprezentacyjny dom o powierzchni całkowitej 400 m2 ( użytkowa 300 m2), posadowiony na pięknej zagospodarowanej działce o powierzchni 2300 m2 z własnym kortem tenisowym zlokalizowany...",https://i.st-nieruchomosci-online.pl/hkv63tc/dom-warszawa.jpg
"Dom z garażem, ul. Kombajnistów","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25449788.html",Wawer Warszawa,1 520 000 zł,"210,89 m²","7 207,55 zł/m²",bliźniak,8,478 m²,"Dom bliźniaczy położony w dzielnicy Wawer w Warszawie. W najbliższej okolicy znajdują się domy jednorodzinne. W pobliżu jest szkoła, sklep, przychodnia oraz restauracja. Do centrum...",https://i.st-nieruchomosci-online.pl/8grmw7c/dom-warszawa.jpg
"Dom z tarasem, ul. Wodniaków","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25647341.html",Wawer Warszawa,1 340 000 zł,162 m²,"8 271,60 zł/m²",bliźniak,5,216 m²,"Dostępny jest dom w bardzo dobrej cenie. Dom jest bardzo wygodny, ustawny, przytulny. Na parterze znajduje się; -Salon o pow. ok 35 m 2, z salonu jest wyście na zadaszony przestronny...",https://i.st-nieruchomosci-online.pl/8k87ysc/dom-z-parkingiem.jpg
Dom z tarasem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24911463.html",Mokotów Warszawa,9 500 000 zł,271 m²,"35 055,35 zł/m²",bliźniak,6,348 m²,"Na sprzedaż 3-kondygnacyjny dom-bliźniak o pow. użytkowej 271 m2, z ogrodem i 3 tarasami, znajdujący się na osiedlu Marina Mokotów. Budynek wybudowany w 2006 roku, na działce...",https://i.st-nieruchomosci-online.pl/htgsxkc/dom-warszawa.jpg
Dom z tarasem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,przy-lesie/25579716.html",Ursynów Warszawa,3 750 000 zł,360 m²,"10 416,67 zł/m²",dom wolnostojący,6,1 419 m²,"Oferta tylko U nas W biurze. Bardzo atrakcyjny, wolnostojący dom usytuowany na Ursynowie (pyry). Nieruchomość o powierzchni 360 mkw posadowiona została na działce o powierzchni 1419...",https://i.st-nieruchomosci-online.pl/8wpb5qc/dom-warszawa.jpg
Dom wolnostojący Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25644940.html",Wilanów Warszawa,2 990 000 zł,350 m²,"8 542,86 zł/m²",dom wolnostojący,7,513 m²,"Zapraszamy do zapoznania się z ofertą wyjątkowego, dwupiętrowego wolnostojącego domu położonego w prestiżowej dzielnicy Wilanów. Dom urzeka klasycznym stylem, komfortem i elegancją,...",https://i.st-nieruchomosci-online.pl/8k8qr7c/dom-warszawa-sprzedaz.jpg
"Dom bliźniak, ul. Bystra","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25395638.html",Zacisze Warszawa,1 800 000 zł,100 m²,18 000 zł/m²,bliźniak,3,625 m²,Zapraszamy do zapoznania się z ofertą sprzedaży domu z lat 40-tych na działce o pow. 625 m2 na Zaciszu- okolice ul Bystrej Dom ma powierzchnię 100 m2 Jest to połówka bliźniaka. Dom...,https://i.st-nieruchomosci-online.pl/88bfv3c/dzialka-budowlana-warszawa-sprzedam.jpg
Dom z piwnicą Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25593787.html",Targówek Warszawa,1 980 000 zł,"166,09 m²","11 921,25 zł/m²",-,4,150 m²,Kameralne osiedle czterech domów szeregowych na Targówku Twój nowy dom pełen korzyści. Zapraszamy do zapoznania się z naszą nową inwestycją na Targówku - kameralnym osiedlem czterech domów...,https://i.st-nieruchomosci-online.pl/8f4r35c/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25352289.html",Wilanów Warszawa,4 000 000 zł,239 m²,"16 736,40 zł/m²",dom szeregowy,6,200 m²,"Zespół czterech willi miejskich o awangardowej, a zarazem przemyślanej i funkcjonalnej architekturze, zaprojektowanych z dbałością o najdrobniejsze detale. Nowoczesna,...",https://i.st-nieruchomosci-online.pl/8fyzf9c/dom-warszawa.jpg
"Dom z garażem, ul. Marysieńki","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25455532.html",Wilanów Warszawa,2 700 000 zł,420 m²,"6 428,57 zł/m²",dom szeregowy,6,470 m²,"Mam przyjemność zaprezentować Państwu ofertę segmentu, położonego w Warszawie, w dzielnicy Wilanów, przy ulicy Królowej Marysieńki. Powierzchnia domu wynosi 420 m2. Usytuowany jest na...",https://i.st-nieruchomosci-online.pl/ghk6y6c/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25624836.html",Białołęka Warszawa,1 300 000 zł,"157,50 m²","8 253,97 zł/m²",dom szeregowy,5,91 m²,"Polecam z dużym potencjałem Segment - 5 pokoi zlokalizowanej w zielonej części Białołęki, przy ulicy Berensona na osiedlu domów o zabudowie szeregowej. To idealne miejsce dla rodzin...",https://i.st-nieruchomosci-online.pl/8kwh77c/dom-z-parkingiem.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/umeblowany,dom-wolnostojacy/25294438.html",Ursynów Warszawa,2 800 000 zł,250 m²,11 200 zł/m²,dom wolnostojący,7,2 412 m²,"Exclusivity by delago (kupujący nie płaci prowizji) opis nieruchomości Na sprzedaż klimatyczna rezydencja. To idealna propozycja dla osób szukających spokoju i przestrzeni, jednocześnie...",https://i.st-nieruchomosci-online.pl/82fzy2c/dom-warszawa.jpg
"Dom, ul. Chełmżyńska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25017594.html",Rembertów Warszawa,1 049 900 zł,"92,15 m²","11 393,38 zł/m²",-,-,188 m²,"Gotowe domy w Warszawie rembertów Bez pcc Adres: okolice ul. strażackiej, rembertów, warszawa Metraż: 105,5 m2 i 92,15 m2 Liczba pokoi: 4 Status: gotowe w 205 roku Zapraszamy do zapoznania...",https://i.st-nieruchomosci-online.pl/8kc1v9c/dom-warszawa.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25326046.html",Białołęka Warszawa,1 499 000 zł,"241,17 m²","6 215,53 zł/m²",bliźniak,6,500 m²,"Wspaniały 3 kondygnacyjny Dom o charakterze wolnostojącym łączony z sąsiadem podwójnym garażem. Typ ""eco Smart House"". Wyjątkowa oferta i stylizacja. Posiada 3 kondygnacje, 6 pokoi...",https://i.st-nieruchomosci-online.pl/887x78c/dom-warszawa.jpg
